mesh_term,primary_category,category_label
"Carcinoma, Intraductal, Noninfiltrating",cancer,Cancer
"Carcinoma, Lobular",cancer,Cancer
"Carcinoma, Mucoepidermoid",cancer,Cancer
"Carcinoma, Non-Small-Cell Lung",cancer,Cancer
"Carcinoma, Papillary",cancer,Cancer
"Carcinoma, Renal Cell",cancer,Cancer
"Carcinoma, Signet Ring Cell",cancer,Cancer
"Carcinoma, Squamous Cell",cancer,Cancer
Cardia,digestive_liver,Digestive System & Liver
Cardiac Catheterization,heart_blood_vessels,Heart & Blood Vessels
Cardiac Output,heart_blood_vessels,Heart & Blood Vessels
Cardiac Resynchronization Therapy,heart_blood_vessels,Heart & Blood Vessels
Cardiac Resynchronization Therapy Devices,heart_blood_vessels,Heart & Blood Vessels
Cardiac Surgical Procedures,heart_blood_vessels,Heart & Blood Vessels
Cardiology,medications_drug_safety,Medications & Drug Safety
"Cardiology Service, Hospital",heart_blood_vessels,Heart & Blood Vessels
Cardiomyopathies,heart_blood_vessels,Heart & Blood Vessels
"Cardiomyopathy, Dilated",heart_blood_vessels,Heart & Blood Vessels
"Cardiomyopathy, Hypertrophic",heart_blood_vessels,Heart & Blood Vessels
Cardiopulmonary Bypass,heart_blood_vessels,Heart & Blood Vessels
Cardiopulmonary Resuscitation,breathing_lungs,Breathing & Lungs
Cardiovascular Agents,heart_blood_vessels,Heart & Blood Vessels
Cardiovascular Diseases,heart_blood_vessels,Heart & Blood Vessels
Cardiovascular Surgical Procedures,heart_blood_vessels,Heart & Blood Vessels
Career Mobility,womens_reproductive,Women's & Reproductive Health
Caregivers,childrens_health,Children's Health
Caribbean Region,childrens_health,Children's Health
Carotid Arteries,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Carotid Artery Diseases,medications_drug_safety,Medications & Drug Safety
Carotid Artery Thrombosis,brain_nervous_system,Brain & Nervous System
"Carotid Artery, Common",medications_drug_safety,Medications & Drug Safety
"Carotid Artery, Internal",medications_drug_safety,Medications & Drug Safety
Carotid Intima-Media Thickness,heart_blood_vessels,Heart & Blood Vessels
Carotid Stenosis,medications_drug_safety,Medications & Drug Safety
Carrier State,womens_reproductive,Women's & Reproductive Health
"Cartilage, Articular",bones_joints_muscles,"Bones, Joints & Muscles"
Case Management,childrens_health,Children's Health
Case-Control Studies,childrens_health,Children's Health
Caspase 3,womens_reproductive,Women's & Reproductive Health
Cataract,eye_health,Eye Health
Catchment Area (Health),mental_health,Mental Health
Catheter Ablation,heart_blood_vessels,Heart & Blood Vessels
Catheter-Related Infections,infections,Infections & Infectious Disease
Catheterization,digestive_liver,Digestive System & Liver
"Catheterization, Central Venous",infections,Infections & Infectious Disease
"Catheterization, Peripheral",heart_blood_vessels,Heart & Blood Vessels
"Catheterization, Swan-Ganz",heart_blood_vessels,Heart & Blood Vessels
Catheters,cancer,Cancer
"Catheters, Indwelling",heart_blood_vessels,Heart & Blood Vessels
Catholicism,infections,Infections & Infectious Disease
Cattle,bones_joints_muscles,"Bones, Joints & Muscles"
Causality,bones_joints_muscles,"Bones, Joints & Muscles"
Cause of Death,emergency_critical_care,Emergency & Critical Care
Cecal Neoplasms,cancer,Cancer
Celiac Disease,childrens_health,Children's Health
Celiprolol,heart_blood_vessels,Heart & Blood Vessels
Cell Count,childrens_health,Children's Health
Cell Death,brain_nervous_system,Brain & Nervous System
Cell Differentiation,medications_drug_safety,Medications & Drug Safety
Cell Division,skin_dermatology,Skin & Dermatology
Cell Enlargement,medications_drug_safety,Medications & Drug Safety
Cell Line,infections,Infections & Infectious Disease
"Cell Line, Tumor",cancer,Cancer
Cell Movement,emergency_critical_care,Emergency & Critical Care
Cell Phone,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Cell Proliferation,cancer,Cancer
Cell Separation,cancer,Cancer
Cell Survival,blood_immune,Blood & Immune Disorders
Cell Wall,medications_drug_safety,Medications & Drug Safety
"Cells, Cultured",blood_immune,Blood & Immune Disorders
Cellulitis,infections,Infections & Infectious Disease
Censuses,cancer,Cancer
Centers for Disease Control and Prevention (U.S.),childrens_health,Children's Health
Centers for Medicare and Medicaid Services (U.S.),heart_blood_vessels,Heart & Blood Vessels
Central Venous Pressure,medications_drug_safety,Medications & Drug Safety
Cerebellar Neoplasms,childrens_health,Children's Health
Cerebral Angiography,brain_nervous_system,Brain & Nervous System
Cerebral Hemorrhage,brain_nervous_system,Brain & Nervous System
Cerebral Infarction,brain_nervous_system,Brain & Nervous System
Cerebral Palsy,brain_nervous_system,Brain & Nervous System
Cerebral Ventricles,brain_nervous_system,Brain & Nervous System
Cerebrospinal Fluid,childrens_health,Children's Health
Cerebrospinal Fluid Rhinorrhea,bones_joints_muscles,"Bones, Joints & Muscles"
Cerebrovascular Circulation,emergency_critical_care,Emergency & Critical Care
Cerebrovascular Disorders,medications_drug_safety,Medications & Drug Safety
Certification,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Ceruletide,digestive_liver,Digestive System & Liver
Cervical Cord,womens_reproductive,Women's & Reproductive Health
Cervical Intraepithelial Neoplasia,womens_reproductive,Women's & Reproductive Health
Cervical Plexus,bones_joints_muscles,"Bones, Joints & Muscles"
Cervical Vertebrae,bones_joints_muscles,"Bones, Joints & Muscles"
Cervix Uteri,ear_nose_throat,"Ear, Nose & Throat"
Cesarean Section,womens_reproductive,Women's & Reproductive Health
Cetuximab,digestive_liver,Digestive System & Liver
Checklist,mental_health,Mental Health
Cheek,cancer,Cancer
Chemical and Drug Induced Liver Injury,brain_nervous_system,Brain & Nervous System
"Chemoembolization, Therapeutic",cancer,Cancer
Chemokine CCL2,heart_blood_vessels,Heart & Blood Vessels
Chemoprevention,infections,Infections & Infectious Disease
Chemoradiotherapy,cancer,Cancer
"Chemoradiotherapy, Adjuvant",kidney_urinary,Kidney & Urinary Health
"Chemotaxis, Leukocyte",heart_blood_vessels,Heart & Blood Vessels
"Chemotherapy, Adjuvant",cancer,Cancer
Chest Pain,bones_joints_muscles,"Bones, Joints & Muscles"
Chi-Square Distribution,heart_blood_vessels,Heart & Blood Vessels
Child,childrens_health,Children's Health
Child Abuse,eye_health,Eye Health
Child Behavior,childrens_health,Children's Health
"Child Development Disorders, Pervasive",childrens_health,Children's Health
Child Health Services,infections,Infections & Infectious Disease
Child Language,childrens_health,Children's Health
Child Mortality,childrens_health,Children's Health
Child Welfare,brain_nervous_system,Brain & Nervous System
"Child, Preschool",childrens_health,Children's Health
Chile,medications_drug_safety,Medications & Drug Safety
China,medications_drug_safety,Medications & Drug Safety
Chlorhexidine,medications_drug_safety,Medications & Drug Safety
Chlorides,heart_blood_vessels,Heart & Blood Vessels
Chloroquine,blood_immune,Blood & Immune Disorders
Choice Behavior,digestive_liver,Digestive System & Liver
"Cholangiopancreatography, Endoscopic Retrograde",ear_nose_throat,"Ear, Nose & Throat"
Cholangitis,ear_nose_throat,"Ear, Nose & Throat"
Cholecystectomy,kidney_urinary,Kidney & Urinary Health
"Cholecystectomy, Laparoscopic",digestive_liver,Digestive System & Liver
Cholecystitis,cancer,Cancer
Choledocholithiasis,ear_nose_throat,"Ear, Nose & Throat"
Cholelithiasis,digestive_liver,Digestive System & Liver
Cholestasis,childrens_health,Children's Health
"Cholesteatoma, Middle Ear",ear_nose_throat,"Ear, Nose & Throat"
Cholesterol,heart_blood_vessels,Heart & Blood Vessels
"Cholesterol, Dietary",hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
"Cholesterol, HDL",heart_blood_vessels,Heart & Blood Vessels
"Cholesterol, LDL",heart_blood_vessels,Heart & Blood Vessels
Chordae Tendineae,heart_blood_vessels,Heart & Blood Vessels
Chorioamnionitis,infections,Infections & Infectious Disease
Chorionic Gonadotropin,womens_reproductive,Women's & Reproductive Health
"Chorionic Gonadotropin, beta Subunit, Human",womens_reproductive,Women's & Reproductive Health
Chorionic Villi Sampling,womens_reproductive,Women's & Reproductive Health
Choroid,childrens_health,Children's Health
Choroid Neoplasms,skin_dermatology,Skin & Dermatology
Christianity,womens_reproductive,Women's & Reproductive Health
"Chromatography, Affinity",kidney_urinary,Kidney & Urinary Health
"Chromatography, High Pressure Liquid",hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
"Chromatography, Liquid",medications_drug_safety,Medications & Drug Safety
Chromones,childrens_health,Children's Health
Chromosome Mapping,mental_health,Mental Health
Chronic Disease,childrens_health,Children's Health
Chronic Pain,bones_joints_muscles,"Bones, Joints & Muscles"
Chronic Periodontitis,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Circadian Rhythm,heart_blood_vessels,Heart & Blood Vessels
"Circumcision, Male",childrens_health,Children's Health
Cisplatin,cancer,Cancer
Classification,womens_reproductive,Women's & Reproductive Health
Clavicle,bones_joints_muscles,"Bones, Joints & Muscles"
Climate,childrens_health,Children's Health
Clinical Clerkship,bones_joints_muscles,"Bones, Joints & Muscles"
Clinical Competence,emergency_critical_care,Emergency & Critical Care
Clinical Decision-Making,bones_joints_muscles,"Bones, Joints & Muscles"
Clinical Laboratory Techniques,medications_drug_safety,Medications & Drug Safety
Clinical Protocols,cancer,Cancer
Clinical Trials as Topic,cancer,Cancer
"Clinical Trials, Phase I as Topic",cancer,Cancer
Cluster Analysis,womens_reproductive,Women's & Reproductive Health
"Coated Materials, Biocompatible",infections,Infections & Infectious Disease
Cobalt Radioisotopes,cancer,Cancer
Cocaine,childrens_health,Children's Health
Cocaine-Related Disorders,childrens_health,Children's Health
Cochlea,ear_nose_throat,"Ear, Nose & Throat"
Cochlear Implantation,childrens_health,Children's Health
Cognition,medications_drug_safety,Medications & Drug Safety
Cognition Disorders,brain_nervous_system,Brain & Nervous System
Cognitive Therapy,emergency_critical_care,Emergency & Critical Care
Cohort Studies,heart_blood_vessels,Heart & Blood Vessels
Coinfection,childrens_health,Children's Health
Coitus,cancer,Cancer
Cold Temperature,kidney_urinary,Kidney & Urinary Health
Colectomy,digestive_liver,Digestive System & Liver
"Colitis, Ulcerative",blood_immune,Blood & Immune Disorders
Collagen,bones_joints_muscles,"Bones, Joints & Muscles"
Collagen Type II,bones_joints_muscles,"Bones, Joints & Muscles"
Collateral Circulation,heart_blood_vessels,Heart & Blood Vessels
College Admission Test,bones_joints_muscles,"Bones, Joints & Muscles"
Colon,infections,Infections & Infectious Disease
Colonic Diseases,digestive_liver,Digestive System & Liver
Colonic Neoplasms,digestive_liver,Digestive System & Liver
Colonic Polyps,cancer,Cancer
Colonic Pouches,childrens_health,Children's Health
Colonoscopy,digestive_liver,Digestive System & Liver
Color,bones_joints_muscles,"Bones, Joints & Muscles"
Colorectal Neoplasms,digestive_liver,Digestive System & Liver
"Colorectal Neoplasms, Hereditary Nonpolyposis",womens_reproductive,Women's & Reproductive Health
Coloring Agents,dental_oral,Dental & Oral Health
Colposcopy,ear_nose_throat,"Ear, Nose & Throat"
Combined Modality Therapy,cancer,Cancer
Commerce,medications_drug_safety,Medications & Drug Safety
Committee Membership,bones_joints_muscles,"Bones, Joints & Muscles"
Common Cold,childrens_health,Children's Health
Communicable Diseases,infections,Infections & Infectious Disease
Communication,cancer,Cancer
Communication Barriers,mental_health,Mental Health
Communication Disorders,childrens_health,Children's Health
Community Health Centers,digestive_liver,Digestive System & Liver
Community Health Services,ear_nose_throat,"Ear, Nose & Throat"
Community Mental Health Centers,mental_health,Mental Health
Community-Institutional Relations,childrens_health,Children's Health
Comorbidity,mental_health,Mental Health
Compact Disks,brain_nervous_system,Brain & Nervous System
Compartment Syndromes,bones_joints_muscles,"Bones, Joints & Muscles"
Competitive Behavior,heart_blood_vessels,Heart & Blood Vessels
Complement Factor H,medications_drug_safety,Medications & Drug Safety
Complementary Therapies,childrens_health,Children's Health
Composite Resins,childrens_health,Children's Health
Comprehension,medications_drug_safety,Medications & Drug Safety
Compressive Strength,eye_health,Eye Health
Computational Biology,medications_drug_safety,Medications & Drug Safety
Computer Simulation,blood_immune,Blood & Immune Disorders
Computer Systems,childrens_health,Children's Health
Computer-Aided Design,dental_oral,Dental & Oral Health
Concanavalin A,blood_immune,Blood & Immune Disorders
Concept Formation,ear_nose_throat,"Ear, Nose & Throat"
Condoms,infections,Infections & Infectious Disease
Cone-Beam Computed Tomography,childrens_health,Children's Health
Confidence Intervals,childrens_health,Children's Health
Confidentiality,childrens_health,Children's Health
Confounding Factors (Epidemiology),hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Congenital Abnormalities,womens_reproductive,Women's & Reproductive Health
Conization,womens_reproductive,Women's & Reproductive Health
Connective Tissue,bones_joints_muscles,"Bones, Joints & Muscles"
Consanguinity,childrens_health,Children's Health
Consciousness,childrens_health,Children's Health
Consciousness Disorders,brain_nervous_system,Brain & Nervous System
Consensus,digestive_liver,Digestive System & Liver
Constipation,childrens_health,Children's Health
Constriction,heart_blood_vessels,Heart & Blood Vessels
"Constriction, Pathologic",bones_joints_muscles,"Bones, Joints & Muscles"
Continental Population Groups,childrens_health,Children's Health
Continuity of Patient Care,heart_blood_vessels,Heart & Blood Vessels
Continuous Positive Airway Pressure,childrens_health,Children's Health
"Contraception, Postcoital",womens_reproductive,Women's & Reproductive Health
"Contraceptives, Oral, Hormonal",womens_reproductive,Women's & Reproductive Health
Contraindications,childrens_health,Children's Health
Contrast Media,medications_drug_safety,Medications & Drug Safety
Contrast Sensitivity,eye_health,Eye Health
Contusions,bones_joints_muscles,"Bones, Joints & Muscles"
Cooperative Behavior,emergency_critical_care,Emergency & Critical Care
Copper,dental_oral,Dental & Oral Health
Cornea,eye_health,Eye Health
"Corneal Surgery, Laser",eye_health,Eye Health
Coronary Aneurysm,heart_blood_vessels,Heart & Blood Vessels
Coronary Angiography,heart_blood_vessels,Heart & Blood Vessels
Coronary Artery Bypass,heart_blood_vessels,Heart & Blood Vessels
Coronary Artery Disease,heart_blood_vessels,Heart & Blood Vessels
Coronary Care Units,heart_blood_vessels,Heart & Blood Vessels
Coronary Circulation,heart_blood_vessels,Heart & Blood Vessels
Coronary Disease,heart_blood_vessels,Heart & Blood Vessels
Coronary Restenosis,heart_blood_vessels,Heart & Blood Vessels
Coronary Stenosis,heart_blood_vessels,Heart & Blood Vessels
Correction of Hearing Impairment,childrens_health,Children's Health
Cosmetic Techniques,medications_drug_safety,Medications & Drug Safety
Cost Savings,mental_health,Mental Health
Cost of Illness,mental_health,Mental Health
Cost-Benefit Analysis,digestive_liver,Digestive System & Liver
Costs and Cost Analysis,kidney_urinary,Kidney & Urinary Health
Cough,childrens_health,Children's Health
Counseling,ear_nose_throat,"Ear, Nose & Throat"
Craniotomy,medications_drug_safety,Medications & Drug Safety
Creatine,womens_reproductive,Women's & Reproductive Health
Creatinine,kidney_urinary,Kidney & Urinary Health
Cresols,medications_drug_safety,Medications & Drug Safety
